city,country,lat,lng
Tegueste,ES,28.5167,-16.3333
Majdal Shams,IL,33.2667,35.7667
Tysvaer,NO,59.3319,5.4897
Rostraver,US,40.169,-79.8087
Ganserndorf,AT,48.3406,16.7175
Pelileo,EC,-1.3306,-78.5428
San Rafael Obrajuelo,SV,13.5,-88.9333
Scottburgh,ZA,-30.2833,30.75
Wilton Manors,US,26.1593,-80.1395
Kirchhundem,DE,51.0667,8.0833
Muscoy,US,34.1552,-117.3477
Touama,MA,31.5339,-7.4872
Kurim,CZ,49.2986,16.5314
Buzhum,KG,40.0048,70.8352
El Menzel,MA,33.8389,-4.5458
Laren,NL,52.25,5.2333
Sharg`un,UZ,38.46,67.9669
Bath,US,42.3219,-77.3083
Dawley,GB,52.663,-2.467
East Glenville,US,42.8648,-73.9256
Dobbs Ferry,US,41.0127,-73.8697
Gundrajukuppam,IN,13.3406,79.5687
Suffern,US,41.1138,-74.1422
Wealdstone,GB,51.5957,-0.3352
Grosse Pointe Park,US,42.3794,-82.9287
East Grand Rapids,US,42.9464,-85.6088
San Michele al Tagliamento,IT,45.7636,12.9953
Spencer,US,43.1468,-95.1534
Enebakk,NO,59.7639,11.1444
Sao Joao das Lampas,PT,38.87,-9.4211
Montegrotto Terme,IT,45.3333,11.7833
Yalluru,IN,15.3063,78.4559
Greetland,GB,53.6869,-1.8714
Higashiizu,JP,34.7667,139.0333
La Homa,US,26.2796,-98.3575
Kincardine,CA,44.1667,-81.6333
Wittingen,DE,52.7167,10.7333
Diez,DE,50.3708,8.0158
Simrahi,IN,26.3135,86.8454
Norvenich,DE,50.8,6.65
Newport,GB,52.7691,-2.3787
Eldorado,BR,-23.7869,-54.2839
Pihuamo,MX,18.95,-103.167
Guacheta,CO,5.3856,-73.6856
Rothenburg ob der Tauber,DE,49.3833,10.1833
Mancha Real,ES,37.7864,-3.6125
Falimari,IN,26.3856,89.8233
Sidi Tabet,TN,36.9139,10.0361
Batesville,US,35.7687,-91.6227
Noeux-les-Mines,FR,50.4803,2.6656
Oregon,US,42.9253,-89.3892
Anjuna,IN,15.5833,73.7333
Lakhipur,IN,26.3281,88.3863
Hejiaji,CN,37.3569,109.8514
Saint-Junien,FR,45.8881,0.9019
Konakondla,IN,15.1053,77.364
Campobello di Mazara,IT,37.6333,12.75
Chekmagush,RU,55.1333,54.6667
Lijiacha,CN,37.2475,109.4103
Samayanallur,IN,9.9792,78.0359
Halavagalu,IN,14.7083,75.7753
Grafenhainichen,DE,51.7167,12.4333
Kranenburg,DE,51.7897,6.0072
Buckhurst Hill,GB,51.632,0.036
Baghmaria,IN,26.44,86.43
Harji,IN,25.3,72.85
Bind,IN,25.3035,85.6869
Santa Fe,BR,-23.0378,-51.805
Garuva,BR,-26.0269,-48.855
Welzheim,DE,48.8747,9.6344
Vaux-le-Penil,FR,48.5257,2.6824
Sarjapur,IN,12.86,77.786
Campo do Meio,BR,-21.1069,-45.83
Salamedu,IN,11.9088,79.4919
Pir Maker,IN,25.9622,85.0257
Rosario de Mora,SV,13.5833,-89.2167
Staden,BE,50.9833,3.0167
Harrow Weald,GB,51.604,-0.339
Sevilla,PH,9.7,124.05
Great Bookham,GB,51.278,-0.373
Little Bookham,GB,51.2804,-0.3897
Bansbari,IN,26.1934,87.4498
Uchchangidurgam,IN,14.5614,76.0537
Kochkor,KG,42.2155,75.7566
Buuhoodle,SO,8.2547,46.3283
Musile di Piave,IT,45.6178,12.565
Bridgeton,US,38.7673,-90.4275
Elliot Lake,CA,46.3833,-82.65
Handewitt,DE,54.7667,9.3167
Pelsall,GB,52.631,-1.972
Kamiita,JP,34.1167,134.4
Okmulgee,US,35.6134,-96.0068
Humahuaca,AR,-23.2,-65.35
Alcantaras,BR,-3.5889,-40.5458
Bhagwatpur,IN,25.7484,85.7016
Biddupur,IN,25.6464,85.3203
Waihee-Waiehu,US,20.9188,-156.5063
Puyehue,CL,-40.6833,-72.6
Harsum,DE,52.2,9.95
Zambrano,CO,9.75,-74.8333
Eichenzell,DE,50.4833,9.7
Byerazino,BY,53.8333,28.9833
Jodar,ES,37.8333,-3.35
Parora,IN,25.8022,87.4032
Rheinau,DE,48.6678,7.9347
Baghra,IN,25.5597,85.5841
Atharga,IN,16.9875,75.8863
San Jose del Fragua,CO,1.3286,-75.9728
Lonate Pozzolo,IT,45.6,8.75
Resende,PT,41.1,-7.95
Arumbakkam,IN,13.5427,80.069
Meghraj,IN,23.5,73.5
Jamhor,IN,24.8486,84.3258
Pachahi,IN,26.1932,86.3597
Manpaur,IN,26.5081,85.9478
Sidi Baizid,DZ,35.75,2.3833
Carnoustie,GB,56.501,-2.71
Gardone Val Trompia,IT,45.6833,10.1833
Zierikzee,NL,51.6497,3.9164
Belen,PY,-23.4695,-57.24
Phulparas,IN,26.3549,86.4908
Manappakkam,IN,13.0108,80.1686
Kalinagar,IN,22.4383,88.115
Newtown,GB,52.5132,-3.3141
Bromont,CA,45.3167,-72.65
Parvatgiri,IN,17.7417,79.7264
Perampuzha,IN,12.1343,75.3006
Rancho Mission Viejo,US,33.514,-117.5618
Bargaon,IN,25.3455,84.6607
Bishunpur,IN,26.1561,87.2711
Monte Sant'Angelo,IT,41.7,15.9667
Akola,IN,27.0656,77.8808
Talaigua Nuevo,CO,9.3069,-74.5686
Bataipora,BR,-22.2953,-53.2711
Vitry-le-Francois,FR,48.7256,4.5853
Downham Market,GB,52.6,0.39
Tokol,HU,47.3219,18.9619
Douar Trougout,MA,35.18,-3.77
Charouine,DZ,29.0186,-0.2578
Ploufragan,FR,48.49,-2.794
Cardoso,BR,-20.0819,-49.9139
Taurisano,IT,39.9568,18.22
Vaal Reefs,ZA,-26.929,26.736
Nalambur,IN,13.0867,80.1703
Cherlagandlapalem,IN,16.0069,80.6117
Calatrava,PH,12.6167,122.0708
Pimenteiras,BR,-6.245,-41.4189
Cocoa Beach,US,28.3327,-80.6274
Lyuban,BY,52.7819,28.0525
Capaci,IT,38.1667,13.2333
Fulton,US,43.3171,-76.4167
Teniet el Abed,DZ,35.2469,6.1906
Polykastro,GR,41.0,22.5667
Kurgunta,IN,17.2,77.36
Domnesti,RO,44.4,25.9167
Somerville,AU,-38.226,145.177
Moglingen,DE,48.8883,9.1292
Dharmaj,IN,22.4167,72.8
Waidhofen an der Ybbs,AT,47.9667,14.7667
Machados,BR,-7.6858,-35.515
Yanahuanca,PE,-10.4914,-76.5136
Gustavsberg,SE,59.3167,18.3833
Nussloch,DE,49.3236,8.6939
Kozloduy,BG,43.7833,23.7333
Gouvea,BR,-18.456,-43.7424
Rodenbach,DE,50.1389,9.0417
Natshal,IN,22.1957,88.0272
Besalampy,MG,-16.7495,44.4833
El Quisco,CL,-33.3913,-71.6929
Santa Rosa de Viterbo,CO,5.8833,-72.9833
Papireddippatti,IN,11.914,78.3675
Pemmperena,ML,11.4222,-5.7469
Sonseca,ES,39.7,-3.95
Tiruvennanallur,IN,11.8589,79.3664
Roessleville,US,42.6969,-73.7964
Mashyal,IN,17.3226,76.2407
Langarivo,MG,-14.6034,50.0552
Mitchellville,US,38.9358,-76.8146
Elon,US,36.1016,-79.5086
Barigarh,IN,25.2325,80.0347
Ban Bang Lamung,TH,13.047,100.9289
Virton,BE,49.5677,5.5323
Tabapua,BR,-20.9639,-49.0319
Saverne,FR,48.74,7.36
Timperley,GB,53.387,-2.328
Catskill,US,42.2063,-73.9435
Mulheim-Karlich,DE,50.3869,7.4953
Masinigudi,IN,11.5683,76.6409
Powdersville,US,34.7826,-82.4959
Holbrook,US,42.1471,-71.0057
Rudersberg,DE,48.8856,9.5281
Varadarajampettai,IN,11.3553,79.4186
Capitan Bado,PY,-23.2673,-55.5388
Tosagua,EC,-0.78,-80.26
Leatherhead,GB,51.295,-0.329
Ban Yang Hom,TH,19.9222,100.3056
Gracemere,AU,-23.4391,150.4558
Bitritto,IT,41.05,16.8333
Burslem,GB,53.0426,-2.1879
Marasesti,RO,45.88,27.23
Clawson,US,42.5367,-83.1504
Denkendorf,DE,48.6958,9.3175
Cadolzburg,DE,49.45,10.8667
Worb,CH,46.9306,7.5644
Sebt Bni Garfett,MA,35.25,-5.8333
Tenenkou,ML,14.4556,-4.9181
Snyder,US,32.7133,-100.9116
Tazhakudi,IN,8.2348,77.4533
Norwell,US,42.1608,-70.8177
Hipperholme,GB,53.7258,-1.812
Edasseri,IN,8.6654,76.8459
Janow Lubelski,PL,50.7167,22.4167
Fountain Inn,US,34.6989,-82.2005
Naryn,KG,41.1328,72.0816
Dimmbal,ML,14.0257,-3.6152
Zimna Voda,UA,49.8222,23.9028
Arnprior,CA,45.4333,-76.35
Tudela,PH,10.636,124.47
Biganos,FR,44.645,-0.9772
Villa Purificacion,MX,19.5667,-104.3833
Tournon-sur-Rhone,FR,45.0681,4.8333
Honmachi,JP,43.9167,144.6667
Selma,US,29.5866,-98.3132
Ikhlaspur,IN,25.0589,83.6083
Sabana Yegua,DO,18.7167,-71.0167
Periya Soragai,IN,11.7394,77.917
Jem'at Oulad 'Abbou,MA,33.1156,-7.9333
Sebba,BF,13.4333,0.5333
Lafrayta,MA,31.9167,-7.25
Caldogno,IT,45.6118,11.5076
Inhassoro,MZ,-21.5347,35.2022
Ichinohe,JP,40.2129,141.2954
Estiva Gerbi,BR,-22.2708,-46.945
Gualcince,HN,14.1237,-88.5428
Batemans Bay,AU,-35.7081,150.1744
Caotan,CN,36.2703,105.2033
Singura,IN,24.7928,92.951
Commune Sidi Youssef Ben Ahmed,MA,33.7861,-4.8152
Arslanbob,KG,41.3382,72.9291
Panpuli,IN,9.0214,77.2502
Teano,IT,41.25,14.0667
Getulina,BR,-21.7986,-49.9286
Willistown,US,40.001,-75.4915
Ravenna,US,41.1612,-81.2422
Golfito,CR,8.6526,-83.1733
Drochtersen,DE,53.7,9.3833
Tikota,IN,16.76,75.62
Antsambalahy,MG,-14.7709,49.9586
Amatenango del Valle,MX,16.5167,-92.4
Ban Kat,TH,18.1764,97.9339
Stamboliyski,BG,42.133,24.533
Meru,IN,24.0097,85.4673
Anderson,US,40.4497,-122.295
Pedro de Toledo,BR,-24.275,-47.2328
Limavady,GB,55.053,-6.946
Stanwell,GB,51.457,-0.4715
Beldibi,TR,36.8667,28.2667
De Doorns,ZA,-33.4833,19.6833
North Dundas,CA,45.0833,-75.35
Tramore,IE,52.1589,-7.1464
Derdara,MA,35.1103,-5.2872
Whitestown,US,39.9706,-86.3612
Pipariya,IN,25.2593,86.1149
Somavarappatti,IN,10.6779,77.2131
Storm Lake,US,42.6431,-95.196
Kanhaipur,IN,25.4542,85.8396
Biri,PH,12.67,124.38
Majanji,UG,0.2408,33.9914
Healdsburg,US,38.6224,-122.8651
Caimanera,CU,19.9908,-75.152
Bhilavadi,IN,16.8586,74.3317
Seneffe,BE,50.5167,4.25
Iskapalem,IN,14.5416,79.8925
Riedlingen,DE,48.1553,9.4728
Curimata,BR,-10.0358,-44.3058
Covenas,CO,9.4167,-75.7
Astley,GB,53.5008,-2.4454
Fallersleben,DE,52.4189,10.7169
Simeria,RO,45.85,23.01
Riebeeckstad,ZA,-27.9188,26.8188
Sinor,IN,22.0,73.3
Asthal Bohar,IN,28.873,76.642
Chornomorske,UA,45.5019,32.7025
Caetano,BR,-14.3378,-40.91
Samahuta,IN,25.8542,84.6614
Burtonwood,GB,53.4302,-2.6614
Banavar,IN,13.4167,76.1667
Trecastagni,IT,37.6167,15.0833
Groton,US,42.6137,-71.5614
Triangle,US,38.5483,-77.3195
Hagen im Bremischen,DE,53.3667,8.65
Kushk,IR,32.6419,51.4997
Sirpanandal,IN,11.9741,79.0428
Prien am Chiemsee,DE,47.8667,12.3333
Santa Cruz,EC,-0.5333,-90.35
Newport East,US,41.5159,-71.2878
Montlouis-sur-Loire,FR,47.3892,0.8281
Bara Belun,IN,23.4007,87.9733
Isselburg,DE,51.8331,6.4667
Largs,GB,55.795,-4.87
Zawyat Ahancal,MA,31.8325,-6.1056
Sogne,NO,58.0942,7.7725
Beclean,RO,47.1797,24.1797
Ventersburg,ZA,-28.0833,27.1333
Ocean City,US,39.2681,-74.602
Wellesley,CA,43.55,-80.7167
Edd,ER,13.9333,41.7
Sosenskiy,RU,54.05,35.9667
Warfield,GB,51.442,-0.737
Boultham,GB,53.2239,-0.5539
Tamba,IN,17.0001,75.9934
Datiana,IN,25.4834,84.8628
Kovurupalli,IN,14.7772,79.9999
Sant'Ilario d'Enza,IT,44.7519,10.4714
Niasso,ML,13.2008,-5.0403
Oulad Rahmoun,MA,32.3278,-6.5006
Korb,DE,48.8417,9.3611
Jadopur Shukul,IN,26.525,84.4341
Fredericksburg,US,30.266,-98.8751
Poko,CD,3.15,26.8833
Narayanavanam,IN,13.42,79.58
El Playon,CO,7.4767,-73.2081
Kin,JP,26.4561,127.9261
Roncador,BR,-24.6028,-52.275
Bollullos de la Mitacion,ES,37.3333,-6.1333
Sajoszentpeter,HU,48.2169,20.7183
Deodha,IN,25.7815,86.1346
Prachatice,CZ,49.0131,13.9975
Tetyushi,RU,54.9333,48.8333
Lang Suan,TH,9.95,99.0667
Satellite Beach,US,28.1782,-80.6019
Pontchateau,FR,47.43,-2.083
Priolo Gargallo,IT,37.1667,15.1833
Quebrangulo,BR,-9.3189,-36.4711
Klyetsk,BY,53.0636,26.6372
Bicske,HU,47.4907,18.6363
Tasova,TR,40.75,36.3167
Farciennes,BE,50.4314,4.5475
Malkanur,IN,18.0821,79.3628
Sao Joao do Manhuacu,BR,-20.3939,-42.1508
Scalea,IT,39.8049,15.7969
Alburquerque,PH,9.6104,123.9549
Sahsaul,IN,25.7024,86.7758
Waupun,US,43.6314,-88.7381
Las Charcas,DO,18.45,-70.62
Makhmalpur,IN,25.287,87.5469
Mannedorf,CH,47.2553,8.6917
Herbolzheim,DE,48.2219,7.7775
Eranapuram,IN,11.5581,77.9893
Vasylkivka,UA,48.2083,36.0294
Greasley,GB,53.02,-1.27
Retie,BE,51.2658,5.0828
Saint-Jean,FR,43.6664,1.5058
La Roche-sur-Foron,FR,46.0673,6.3113
Kpandae,GH,8.4688,-0.0113
Chintakunta,IN,14.6476,78.469
Bramhabarada,IN,20.6683,86.0747
Bardiha Turki,IN,25.8059,85.5441
Kariat Ben Aouda,MA,34.7667,-5.95
Nyirbator,HU,47.8353,22.13
Attippattu,IN,13.2633,80.2911
Gethaura,IN,25.6879,87.7092
Kishunpur,IN,25.3272,87.7173
Paimio,FI,60.45,22.7
San Pablo Atlazalpan,MX,19.2172,-98.909
Sankt Johann im Pongau,AT,47.35,13.2
Pueblo Viejo,DO,18.4,-70.7667
Lavandevil,IR,38.3089,48.8703
Akjoujt,MR,19.747,-14.391
Khera Kalan,IN,28.7781,77.0988
Derbisek,KZ,41.5608,69.3378
Kourouma,ML,11.0503,-6.0728
Beniajan,ES,37.9833,-1.0667
Tentena,ID,-1.7822,120.6494
Bora,IN,23.6585,76.8112
Betania,BR,-8.2767,-38.0339
Mineiros do Tiete,BR,-22.4089,-48.4508
Resende Costa,BR,-20.9219,-44.2378
Mountain Ash,GB,51.6814,-3.3792
Inzago,IT,45.5333,9.4833
Senillosa,AR,-39.01,-68.43
Pasaco,GT,13.9833,-90.2
Moyuta,GT,14.0333,-90.0833
Monteforte Irpino,IT,40.8928,14.7194
Lansing,US,39.2428,-94.8972
North Logan,US,41.7759,-111.8066
Rahiar Kunchi,IN,25.8627,86.0924
Anenecuilco,MX,18.7781,-98.985
Crayford,GB,51.4491,0.1812
Pedersore,FI,63.6642,22.7006
Amarchinta,IN,16.374,77.7729
Jagdishpur,IN,26.1526,86.1146
Koog aan de Zaan,NL,52.4667,4.8
Aratuba,BR,-4.4178,-39.045
Antonio Carlos,BR,-27.5169,-48.7678
Two Rivers,US,44.1565,-87.5824
Cold Springs,US,39.6927,-119.9775
Belauncha,IN,26.2124,86.3554
Vahdattiyeh,IR,29.4842,51.2319
Waldkirchen,DE,48.7305,13.6011
Arta,DJ,11.5236,42.8472
Westwood,US,40.9878,-74.0308
Toliman,MX,19.5333,-103.9
Djemmorah,DZ,35.0667,5.8333
Amala,IN,9.859,76.8112
Kassa,ML,14.7247,-3.0664
Bayou Blue,US,29.6341,-90.6733
Castle Bromwich,GB,52.505,-1.7856
Kaset Wisai,TH,15.6556,103.5836
Vanj,TJ,38.3731,71.4553
Hamadanak,IR,35.5422,51.1383
Tamazouzt,MA,31.3833,-8.3833
Kedougou,SN,12.5556,-12.1807
Miechow,PL,50.3578,20.0325
Sayda,SY,32.6294,36.2263
Pinheiro Machado,BR,-31.5778,-53.3808
Chassieu,FR,45.745,4.966
Mannarai,IN,11.1172,77.3726
Sanzana,ML,12.0958,-6.2053
Holic,SK,48.8122,17.1606
Nilo Pecanha,BR,-13.5989,-39.1069
Dhakaich,IN,25.5835,84.1886
Talupula,IN,14.25,78.2667
Hambantota,LK,6.1244,81.1253
Forestville,US,39.0711,-84.3389
Ranti,IN,26.3519,86.0932
Emba,KZ,48.8267,58.1442
Gonzalez,MX,22.8281,-98.4306
Wustermark,DE,52.55,12.95
Montechiarugolo,IT,44.6934,10.4224
Nembro,IT,45.7439,9.7594
Beni Ounif,DZ,32.05,-1.25
Khargram,IN,24.0343,87.9853
Ifrane,MA,33.5333,-5.1167
Morgan City,US,29.7041,-91.192
Panazol,FR,45.8397,1.3108
Tittachcheri,IN,10.8674,79.7893
Kummarapurugupalem,IN,16.3653,81.6192
Temamatla,MX,19.2028,-98.87
Lathasepura,IN,25.8131,85.718
Carbonera,IT,45.6833,12.2833
Ichikai,JP,36.55,140.1
Guilherand,FR,44.9353,4.8756
Brooklyn,US,41.4349,-81.7497
Kavarna,BG,43.4361,28.3394
Bom Jesus,BR,-28.6678,-50.4169
Laukaria,IN,26.7184,84.4242
Berriozar,ES,42.8361,-1.6714
Westtown,US,39.9417,-75.5565
Budili,IN,13.9353,77.7355
Tagami,JP,37.6988,139.058
Lommedalen,NO,59.95,10.4667
Kuvandyk,RU,51.4667,57.3667
Lowes Island,US,39.0471,-77.3524
Namli,IN,23.4612,75.0604
Kalasa,IN,13.234,75.3553
Nelson,CA,49.5,-117.2833
Lloro,CO,5.5,-76.5333
Sanjiaocheng,CN,36.8908,100.9997
Eisenberg,DE,50.9681,11.9014
Corbas,FR,45.66,4.9
Canandaigua,US,42.8608,-77.3182
Waipio,US,21.4143,-157.9966
Valkeala,FI,60.9389,26.7972
Sarab-e Taveh-ye `Olya,IR,30.5981,51.5761
Petal,US,31.3477,-89.2359
Rutesheim,DE,48.8097,8.945
Borjomi,GE,41.8417,43.3828
Sirgora,IN,22.2063,78.8832
Chamestan,IR,36.4792,52.1194
Ladysmith,CA,48.9975,-123.8203
Werther,DE,52.075,8.4125
Chikni,IN,26.0075,86.7032
Faxinal dos Guedes,BR,-26.8528,-52.26
Bhisho,ZA,-32.8494,27.4381
Nafpaktos,GR,38.3939,21.8306
Shahmirzad,IR,35.77,53.3336
Kazarman,KG,41.4045,74.0283
Mpraeso,GH,6.5932,-0.7346
Murska Sobota,SI,46.6586,16.1619
Busumbala,GM,13.3333,-16.6667
Siniscola,IT,40.5743,9.6963
Agdz,MA,30.6978,-6.4497
Yermolino,RU,55.2,36.6
'Ain Tolba,DZ,35.2483,-1.2489
Nambour,AU,-26.6269,152.9591
Guntupalle,IN,16.568,80.548
Damonojodi,IN,18.7632,82.9194
Arambakkam,IN,13.5258,80.071
Prineville,US,44.2985,-120.8607
Pacoti,BR,-4.225,-38.9228
Grand Rapids,US,47.238,-93.5327
Linslade,GB,51.9243,-0.6774
Collegedale,US,35.0526,-85.0488
Eura,FI,61.1333,22.1333
Bucheya,IN,26.3421,84.6642
Barka Gaon,IN,26.144,84.6598
Madala,IN,16.3715,80.1198
Montopoli in Val d'Arno,IT,43.6744,10.7503
Los Almacigos,DO,19.4083,-71.4417
Fortuna,ES,38.1789,-1.1233
Hernando,AR,-32.4167,-63.7333
North Branch,US,45.5137,-92.9601
Capilla del Monte,AR,-30.85,-64.5167
Armstrong,AR,-32.7833,-61.6
Parbata,IN,25.3164,86.72
Malkhaid,IN,17.195,77.1608
Salaya,TH,13.802,100.3211
Aurelino Leal,BR,-14.3169,-39.3269
Hinwil,CH,47.3033,8.8444
Pungulam,IN,12.5727,78.753
Harsinghpur,IN,26.0504,86.218
Kawadgaon,IN,17.91,77.53
Baryshivka,UA,50.3539,31.3167
Chikkarampalaiyam,IN,11.2416,76.9854
Barbadanes,ES,42.3003,-7.9064
Surazh,RU,53.0167,32.3833
Monmouth,US,44.8505,-123.2284
Moreira Sales,BR,-24.0619,-53.0069
Leek,NL,53.1616,6.3847
Mhangura,ZW,-16.9,30.15
Pia,FR,42.7458,2.9217
Arvand Kenar,IR,29.9789,48.5206
Arvand Kenar,IR,29.9786,48.5189
Gora,PL,51.6667,16.55
Hoeilaart,BE,50.7667,4.4667
Grobbendonk,BE,51.1919,4.7386
Belzig,DE,52.1422,12.5956
Seringueiras,BR,-11.7981,-63.0311
Kuzuculu,TR,36.8833,36.2333
Coldstream,CA,50.22,-119.2481
Galbois,DZ,36.2,4.49
Stonehaven,GB,56.964,-2.211
Potukonda,IN,17.2708,81.754
Timberlane,US,29.8781,-90.0303
Romanshorn,CH,47.5635,9.3564
Braunfels,DE,50.5167,8.3833
Schoningen,DE,52.1333,10.95
Nagalapuram,IN,13.3889,79.7967
Hormigueros,PR,18.1437,-67.1199
Rasaunk,IN,25.5537,86.5117
Penne,IT,42.45,13.9167
Douar Ain Maatouf,MA,34.4352,-4.5566
Palukudoddi,IN,15.8504,77.6753
Marginea,RO,47.8167,25.8333
Targu Lapus,RO,47.4525,23.8631
Stansbury Park,US,40.6356,-112.3054
San Jose de Aerocuar,VE,10.6027,-63.3273
Wanaque,US,41.044,-74.29
Kumbadaje,IN,12.5667,75.1
Margherita di Savoia,IT,41.3667,16.15
Sater,SE,60.35,15.75
Baranivka,UA,50.3,27.6667
Creazzo,IT,45.5333,11.4833
Vosselaar,BE,51.3081,4.8883
Capela de Santana,BR,-29.7,-51.325
Padre Burgos,PH,10.03,125.02
Gloucester Point,US,37.2767,-76.5043
Areiopolis,BR,-22.6681,-48.665
Dorking,GB,51.2325,-0.3306
Cacequi,BR,-29.8839,-54.825
Bernardino de Campos,BR,-23.0131,-49.4742
Prymorsk,UA,46.7333,36.35
Honiton,GB,50.8,-3.19
Sada,YT,-12.8511,45.0997
Fairview,US,42.0261,-80.2361
Gerasdorf bei Wien,AT,48.295,16.4675
Domazlice,CZ,49.4406,12.9272
Mangalme,TD,12.3547,19.6139
Urbana,US,40.1085,-83.7541
North Lindenhurst,US,40.7072,-73.3859
Tambaga,ML,12.9667,-9.8667
Rincon,US,32.2947,-81.2353
Unicov,CZ,49.7708,17.1214
Aylestone,GB,52.604,-1.154
Bhandarso,IN,26.178,86.1415
Baley,RU,51.6,116.6333
Zaragoza,MX,28.4869,-100.9175
Dachne,UA,46.5775,30.5489
Aukstieji Paneriai,LT,54.6262,25.181
Taylorville,US,39.5328,-89.2804
Somnaha,IN,25.9518,85.7042
Hauterive,CA,49.1833,-68.2667
Antonio Cardoso,BR,-12.435,-39.12
Finale Ligure,IT,44.1691,8.3435
Begogo,MG,-23.4866,46.7147
Planura,BR,-20.1378,-48.7019
Bailin,CN,33.485,105.0034
Mortugaba,BR,-15.0228,-42.3678
Sihaul,IN,25.9405,86.512
Sonbari,IN,24.2286,80.7902
Progress,US,40.2901,-76.8394
Okhargara,IN,24.2141,83.7856
Mayureswar,IN,23.9908,87.7647
Cesson,FR,48.5633,2.6053
Atru,IN,24.81,76.63
Pulsano,IT,40.3842,17.3547
Cerese,IT,45.1167,10.7833
Dorridge,GB,52.372,-1.7554
Olaippatti,IN,11.7676,77.9927
Elwood,US,40.8462,-73.3389
Hexham,GB,54.971,-2.101
Cisternino,IT,40.75,17.4167
Lloyd,US,41.7286,-73.9961
Feldkirchen-Westerham,DE,47.9,11.85
Saadatpur Aguani,IN,25.283,86.7412
Enfida,TN,36.1353,10.3808
Warren,US,41.7282,-71.2629
Novska,HR,45.3333,16.9833
Banagi,IN,13.61,75.53
Balehonnur,IN,13.35,75.46
Oberwil,CH,47.5135,7.5546
Pongalur,IN,10.9654,77.372
Kilkottai,IN,10.2861,77.916
Ecaussinnes-Lalaing,BE,50.5667,4.1833
Kanamadi,IN,16.9291,75.3807
Udawantnagar,IN,25.5054,84.6216
Finch'a'a,ET,9.9,37.45
Murapaka,IN,18.2282,83.7926
Kurman,UA,45.4947,34.2947
Evington,GB,52.628,-1.074
Achankovil,IN,8.9667,77.1431
Ambinanin'i Sakaleona,MG,-20.5399,48.5487
Sheron,IN,30.1582,75.7178
Jamapa,MX,19.0411,-96.2411
Kowdalli,IN,12.067,77.4438
Valmadrera,IT,45.8463,9.3582
Iazizatene,MA,35.2544,-3.115
Palmerston,IE,53.3628,-6.3656
Kumharsan,IN,25.6421,86.1971
Amdel,MA,31.5617,-8.8944
Fagersta,SE,60.0,15.7833
De Panne,BE,51.1,2.5833
Brugg,CH,47.4864,8.2083
Quintanar de la Orden,ES,39.5906,-3.0428
Itanhomi,BR,-19.1719,-41.865
Bannewitz,DE,50.9931,13.7167
Panhar,IN,25.0936,85.2176
Travilah,US,39.057,-77.247
Kiskunmajsa,HU,46.4922,19.7367
Svitlodarsk,UA,48.4333,38.2167
Trofaiach,AT,47.426,15.0067
Raksaha,IN,25.4444,83.6873
Le Luc,FR,43.3956,6.3133
Hellesdon,GB,52.6485,1.2509
Sultanpur,IN,25.6214,85.4637
Camisano Vicentino,IT,45.5167,11.7167
Kriftel,DE,50.0833,8.45
Kachnar,IN,25.9699,84.3589
Mortad,IN,18.8167,78.4833
Congaz,MD,46.1092,28.6044
Shahrinav,TJ,38.5667,68.3333
Gradiska,BA,45.1458,17.2539
Puerto Caicedo,CO,0.685,-76.6044
Langeloop,ZA,-25.684,31.635
Hillsborough,US,37.5572,-122.3586
Sao Jose do Campestre,BR,-6.3158,-35.7139
Nandayure,CR,9.9014,-85.3036
Saint-Saulve,FR,50.37,3.555
Nawalpur,IN,26.9366,84.2985
Morant Bay,JM,17.8819,-76.4074
Matsuo,JP,35.633,140.467
Candelaria,MX,18.1835,-91.0463
Ait Hani,MA,31.7483,-5.5735
Bol,TD,13.46,14.74
Besiri,TR,37.921,41.292
Burr Ridge,US,41.7485,-87.92
Iuiu,BR,-14.4139,-43.5539
Batonyterenye,HU,47.9892,19.8286
Ypsonas,CY,34.6894,32.9614
Ar Rommani,MA,33.5333,-6.6167
Haysville,US,37.5648,-97.3527
Millington,US,35.335,-89.8991
Kattupputtur,IN,10.9833,78.2333
Del Aire,US,33.9167,-118.3693
Phulgachhi,IN,26.3653,87.9399
Oporapa,CO,2.05,-75.9667
Union Park,US,28.5657,-81.2355
Salcedo,PH,17.1517,120.5361
Alto Parnaiba,BR,-9.1108,-45.93
Ikkadu,IN,13.1724,79.9358
Peri-Mirim,BR,-2.5778,-44.8539
Balve,DE,51.3333,7.8667
Caorle,IT,45.6003,12.8876
Vila Frescainha,PT,41.5385,-8.6397
Tha Chang,TH,9.2642,99.1922
An Phu,VN,10.85,105.0833
Marilandia,BR,-19.4128,-40.5417
Sorontona,ML,13.0678,-4.9083
Firoza,PK,28.75,70.8167
Canyon Lake,US,33.6885,-117.2621
Yamanouchi,JP,36.7446,138.4127
Comarnic,RO,45.2511,25.6353
East Hanover,US,40.8192,-74.3638
Mierlo,NL,51.45,5.6167
Yarovoye,RU,52.9333,78.5833
Narimanov,RU,46.6833,47.85
Pleasant View,US,41.3249,-112.0011
'Ain Taghrout,DZ,36.1289,5.0767
Ollerton,GB,53.2,-1.02
Myronivka,UA,49.65,30.9833
Birch Bay,US,48.9243,-122.7519
Cha da Alegria,BR,-8.0008,-35.2133
Hatwans,IN,22.7683,78.3464
