ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
03PA,heliport,Collegeville Heliport,197,NA,US,US-PA,Berwick,,,03PA,03PA,"40.162899017333984, -75.4656982421875"
03PN,heliport,M.P. Metals Heliport,479,NA,US,US-PA,Bonner Springs,,,03PN,03PN,"41.066861, -76.180806"
03PR,small_airport,Sun View Field Airport,980,NA,US,US-KS,Sandy,,,03PR,03PR,"39.065931, -94.938417"
03S,small_airport,Sandy River Airport,704,NA,US,US-OR,Little River,,,K03S,03S,"45.401629, -122.228771"
03SC,heliport,Seacoast Medical Center Heliport,73,NA,US,US-SC,Hebbronville,,,03SC,03SC,"33.8650016784668, -78.66190338134766"
03TE,small_airport,Barronena Ranch Airport,600,NA,US,US-TX,Sevierville,,,03TE,03TE,"27.490812, -98.669615"
03TN,heliport,Eagles Landing Heliport,1000,NA,US,US-TN,San Angelo,,,03TN,03TN,"35.92250061035156, -83.57939910888672"
03TS,heliport,Shannon Medical Center Heliport,1825,NA,US,US-TX,Orchard,,,03TS,03TS,"31.4658, -100.43397"
03TT,small_airport,Brazos Polo Airport,117,NA,US,US-TX,Pearland,,,03TT,03TT,"29.632117, -95.932481"
03TX,heliport,M D K Field Heliport,50,NA,US,US-TX,Mexican Hat,,,03TX,03TX,"29.580929, -95.30508"
03UT,small_airport,AZ Minerals Corporation Airport,5315,NA,US,US-UT,Spangle,,,03UT,03UT,"37.114384, -109.99014"
03WA,small_airport,Spangle Field,2440,NA,US,US-WA,Silverdale,,,03WA,03WA,"47.408199310302734, -117.37200164794922"
03WN,small_airport,Aerostone Ranch Airport,2320,NA,US,US-WA,Lopez Island,,,03WN,03WN,"45.875, -120.66999816894531"
03WT,heliport,Lopez Medical Clinic Heliport,38,NA,US,US-WA,Sundance,,,03WT,03WT,"48.524894, -122.912394"
03WY,small_airport,Perala Field,5200,NA,US,US-WY,El Paso,,,03WY,03WY,"44.367943, -104.510586"
03XA,heliport,Del Sol Medical Center Heliport,3881,NA,US,US-TX,Mertzon,,,03XA,03XA,"31.7574, -106.346895"
03XS,small_airport,Creekside Airport,2100,NA,US,US-TX,Soldotna,,,03XS,03XS,"31.318099975585938, -100.75399780273438"
04AA,small_airport,Flying W Ranch Airport,250,NA,US,US-AK,Anniston,,,04AA,04AA,"60.535833, -150.811387"
04AL,heliport,Anniston AHP (Anniston Army Depot),686,NA,US,US-AL,Pampa,,,04AL,04AL,"33.62639999, -85.96720123"
04AN,small_airport,North 40 Airport,943,NA,US,US-AK,Benton,,,04AN,04AN,"61.737511, -148.700724"
04AR,heliport,Saline Memorial Hospital Heliport,430,NA,US,US-AR,Palmdale,,,04AR,04AR,"34.574241, -92.586058"
04CA,small_airport,Gray Butte Field,3020,NA,US,US-CA,Julian,,,04CA,04CA,"34.566631, -117.670666"
04CL,small_airport,Hunt's Sky Ranch Airport,2310,NA,US,US-CA,Harwinton,,,04CL,04CL,"33.08169937133789, -116.44100189208984"
04CT,heliport,Shingle Mill Heliport,880,NA,US,US-CT,Homestead,,,04CT,04CT,"41.75510025024414, -73.05239868164062"
04FA,small_airport,Richards Field,9,NA,US,US-FL,Brandon,,,04FA,04FA,"25.558700561523438, -80.51509857177734"
04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37,NA,US,US-FL,Ormond Beach,,,04FD,04FD,"27.929372, -82.336981"
04FL,small_airport,Cross Creek Farms Airport,30,NA,US,US-FL,Monroe,,,04FL,04FL,"29.240353, -81.222525"
04GA,heliport,Verge Towers Heliport,753,NA,US,US-GA,Columbus,,,04GA,04GA,"33.832365, -83.562335"
04I,small_airport,Columbus Southwest Airport,920,NA,US,US-OH,Packwood,,,K04I,04I,"39.91151, -83.188577"
04IA,small_airport,Middlekoop Airport,801,NA,US,US-IA,Emmett,,,04IA,04IA,"41.08829879760742, -92.05460357666016"
04ID,small_airport,Lanham Field,2343,NA,US,US-ID,Hudson,,,04ID,04ID,"43.877015, -116.538365"
04IL,small_airport,Schertz Aerial Service - Hudson Airport,755,NA,US,US-IL,Angola,,,04IL,04IL,"40.6375007629, -89.0070037842"
04IN,seaplane_base,Lake Gage Seaplane Base,954,NA,US,US-IN,Mansfield,,,04IN,04IN,"41.701389, -85.113056"
04IS,small_airport,Van Gorder Airport,728,NA,US,US-IL,Hiseville,,,04IS,04IS,"40.1786003112793, -88.56900024414062"
04KY,small_airport,Natchez Trace Farm Airport,710,NA,US,US-KY,Lutcher,,,04KY,04KY,"37.135101318359375, -85.78939819335938"
04LA,heliport,Saint James Parish Hospital Heliport,10,NA,US,US-LA,Baton Rouge,,,04LA,04LA,"30.051001, -90.703848"
04LS,heliport,La National Guard Heliport,52,NA,US,US-LA,Haverhill,,,04LS,04LS,"30.44610023498535, -91.10530090332031"
04MA,small_airport,Goddard Field,200,NA,US,US-MA,Chesapeake City,,,04MA,04MA,"42.810908, -71.140959"
04MD,heliport,Chesapeake City Heliport,40,NA,US,US-MD,Mercer,,,04MD,04MD,"39.51810073852539, -75.82140350341797"
04ME,small_airport,Beech Hill Airport,625,NA,US,US-ME,Eaton Rapids,,,04ME,04ME,"44.66669845581055, -69.8938980102539"
04MI,small_airport,Rapids Airway Airport,880,NA,US,US-MI,Kelliher,,,04MI,04MI,"42.53450012207031, -84.62830352783203"
04MN,small_airport,Helblad Airport,1195,NA,US,US-MN,Rolling Fork,,,04MN,04MN,"47.985801696777344, -94.68689727783203"
04MS,small_airport,Nick's Flying Service Inc Airport,100,NA,US,US-MS,Cohagen,,,04MS,04MS,"32.940537, -90.836683"
04MT,small_airport,Pluhar Airport,2715,NA,US,US-MT,Cary,,,04MT,04MT,"47.13749777779999, -106.488095"
04NC,heliport,Western Wake Medical Center Heliport,445,NA,US,US-NC,Sarben,,,04NC,04NC,"35.739200592, -78.7822036743"
04NE,small_airport,Mc Connell Field Airport,3035,NA,US,US-NE,Elmer,,,04NE,04NE,"41.159999847399995, -101.299003601"
04NJ,small_airport,Emmanuel Airport,155,NA,US,US-NJ,Jacksonville,,,04NJ,04NJ,"39.596801757799994, -75.2334976196"
04NR,heliport,McGee 04 Heliport,40,NA,US,US-NC,Sandy Valley,,,04NR,04NR,"34.775671, -77.392244"
04NV,small_airport,Kingston Ranch Airport,2620,NA,US,US-NV,Hudson,,,04NV,04NV,"35.7555007935, -115.665000916"
04NY,small_airport,Klaverack Airport,250,NA,US,US-NY,Forest Grove,,,04NY,04NY,"42.262298584, -73.6961975098"
04OG,heliport,Teufel Heliport,185,NA,US,US-OR,Stillwater,,,04OG,04OG,"45.530833, -123.085556"
04OK,heliport,Stillwater Medical Center Heliport,984,NA,US,US-OK,Mitchell,,,04OK,04OK,"36.1152992249, -97.079498291"
04OR,small_airport,Collins Landing Strip,1500,NA,US,US-OR,Philadelphia,,,04OR,04OR,"44.7499008179, -120.200996399"
04PA,heliport,S & C Distribution Center Heliport,50,NA,US,US-PA,Exton,,,04PA,04PA,"39.87929916379999, -75.2287979126"
04PN,heliport,Strawbridge & Clothier Exton Heliport,320,NA,US,US-PA,Easley,,,04PN,04PN,"40.0306619, -75.63021"
04SC,heliport,Emergency Helipad,994,NA,US,US-SC,Eagle Butte,,,04SC,04SC,"34.842188, -82.60714"
04SD,heliport,Cheyenne River Health Center Heliport,2437,NA,US,US-SD,Houston,,,04SD,04SD,"44.993013, -101.24311"
04TE,heliport,Veterans Affairs Medical Center Heliport,49,NA,US,US-TX,Chuckey,,,04TE,04TE,"29.699687, -95.39069"
04TN,small_airport,Hensley Airpark,1430,NA,US,US-TN,Round Rock,,,04TN,04TN,"36.183300018299995, -82.67890167239999"
04TS,heliport,Hummingbird Heliport,690,NA,US,US-TX,Utopia,,,04TS,04TS,"30.553284, -97.605358"
04TT,small_airport,4D Ranch Airport,1550,NA,US,US-TX,China Spring,,,04TT,04TT,"29.713072, -99.545642"
04TX,small_airport,Pocock Airport,565,NA,US,US-TX,Navajo Mountain,,,04TX,04TX,"31.732779, -97.369326"
04UT,small_airport,Navajo Mountain Airport,6160,NA,US,US-UT,Saguache,,,04UT,04UT,"37.006689, -110.794701"
04V,small_airport,Saguache Municipal Airport,7826,NA,US,US-CO,Lebanon,,,K04V,04V,"38.099083, -106.174389"
04VA,heliport,Russell County Medical Center Heliport,2004,NA,US,US-VA,Manquin,,,04VA,04VA,"36.898246, -82.078477"
04VG,small_airport,Manquin Flight Park Ultralightport,50,NA,US,US-VA,Cabot,,,04VG,04VG,"37.706546, -77.201621"
04VT,small_airport,Lightning Bolt Field Airport,2156,NA,US,US-VT,Hinckley,,,04VT,04VT,"44.4011001587, -72.26360321039999"
04W,small_airport,Field of Dreams Airport,1021,NA,US,US-MN,Spokane,,,K04W,04W,"46.0228, -92.895401"
04WA,small_airport,Ox Meadows Airport,2345,NA,US,US-WA,Bristol,,,04WA,04WA,"47.581795, -117.437131"
04WI,small_airport,Dutch Gap Airstrip,760,NA,US,US-WI,Royal City,,,04WI,04WI,"42.523399353, -88.0167007446"
04WN,small_airport,Stillwater Creek Airport,1510,NA,US,US-WA,Morgantown,,,04WN,04WN,"46.95835, -119.63864"
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,NA,US,US-WV,Jermyn,,,04WV,04WV,"39.6536111111, -79.9561111111"
04XA,small_airport,Pecan Field,1130,NA,US,US-TX,Palmer,,,04XA,04XA,"33.283933, -98.402861"
05AK,small_airport,Wasilla Creek Airpark,620,NA,US,US-AK,Fort Rucker (Wicksburg),,,05AK,05AK,"61.66830063, -149.1880035"
05AL,heliport,Allen Stagefield Army Heliport,365,NA,US,US-AL,Fox,,,05AL,05AL,"31.231199, -85.649696"
05AN,small_airport,Wetons Aerodrome,795,NA,US,US-AK,Kingston,,,05AN,05AN,"64.960472, -147.601092"
05AR,small_airport,Ozark Skies Airpark,1900,NA,US,US-AR,Yuma,,,05AR,05AR,"36.000633, -93.57025"
05AZ,heliport,Yuma Regional Medical Center Heliport,200,NA,US,US-AZ,Van Buren,,,05AZ,05AZ,"32.683452, -114.634346"
05B,seaplane_base,Van Buren Seaplane Base,440,NA,US,US-ME,Calabasas,,,,05B,"47.158901, -67.931999"
05CA,heliport,Lost Hills Sheriff's Station Heliport,888,NA,US,US-CA,Pope Valley,,,05CA,05CA,"34.136516, -118.714685"
05CL,small_airport,Pope Valley Airport,618,NA,US,US-CA,Mead,,,05CL,05CL,"38.6106987, -122.39099884"
05CO,small_airport,Rancho de Aereo Airport,4978,NA,US,US-CO,Torrington,,,05CO,05CO,"40.214984, -104.984423"
05CT,heliport,O And G Heliport,600,NA,US,US-CT,Florala,,,05CT,05CT,"41.7737007141, -73.1162033081"
05FA,small_airport,Melanie's Airport,295,NA,US,US-FL,North Miami Beach,,,05FA,05FA,"30.918899536132812, -86.21829986572266"
05FD,heliport,Aventura Heliport,6,NA,US,US-FL,La Belle,,,05FD,05FD,"25.960899353027344, -80.13919830322266"
05FL,small_airport,Charlton Strip,36,NA,US,US-FL,Richland,,,05FL,05FL,"26.52018, -81.41031"
05GA,small_airport,Raju Airport,625,NA,US,US-GA,Nora Springs,,,05GA,05GA,"32.0713996887207, -84.71440124511719"
05IA,small_airport,Spotts Field,1155,NA,US,US-IA,Elk City,,,05IA,05IA,"43.13750076293945, -93.06829833984375"
05ID,small_airport,Running Creek Ranch Airport,2969,NA,US,US-ID,Bonfield,,,05ID,05ID,"45.914101, -114.835999"
05IL,small_airport,Classic Landings Airport,635,NA,US,US-IL,Belleville,,,05IL,05IL,"41.156700134277344, -88.0167007446289"
05IN,small_airport,Cooper Airport,860,NA,US,US-IN,Mount Auburn,,,05IN,05IN,"39.641998291015625, -86.50420379638672"
05IS,small_airport,Hardy Airport,605,NA,US,US-IL,Elk City,,,05IS,05IS,"39.72589874267578, -89.26399993896484"
05KS,small_airport,Darbro Field,945,NA,US,US-KS,Frankfort,,,05KS,05KS,"37.26620101928711, -95.95919799804688"
05KT,small_airport,High Point Farm Airport,880,NA,US,US-KY,Paint Lick,,,05KT,05KT,"38.187091, -84.93011"
05KY,small_airport,Cartersville Airport,1070,NA,US,US-KY,Winnsboro,,,05KY,05KY,"37.53575, -84.407303"
05LA,small_airport,Greg's Flying Service Airport,76,NA,US,US-LA,Willowbrook,,,05LA,05LA,"32.265301, -91.6978"
05LL,heliport,Midwest Heliport,710,NA,US,US-IL,Alexandria,,,05LL,05LL,"41.749228, -87.935783"
05LS,small_airport,Grass Roots Airport,83,NA,US,US-LA,Pauls Valley,,,05LS,05LS,"31.252148, -92.47569"
05M,heliport,Pauls Valley General Hospital Heliport,911,NA,US,US-OK,Ipswich,,,,,"34.71979, -97.214237"
05MA,heliport,Bentley Heliport,80,NA,US,US-MA,Chestertown,,,05MA,05MA,"42.691200256347656, -70.91230010986328"
05MD,small_airport,Breezecroft Airport,20,NA,US,US-MD,Jonesboro,,,05MD,05MD,"39.244232, -76.198661"
05ME,small_airport,Drisko Airport,70,NA,US,US-ME,Taylor,,,05ME,05ME,"44.65700149536133, -67.55919647216797"
05MI,heliport,Beaumont Hospital Taylor Heliport,621,NA,US,US-MI,Aurora,,,05MI,05MI,"42.236433, -83.276421"
05MN,heliport,Northern Pines Medical Center Heliport,1446,NA,US,US-MN,Jackson,,,05MN,05MN,"47.5175001, -92.2302778"
05MS,heliport,VA Medical Center Jackson Heliport,359,NA,US,US-MS,Belgrade,,,05MS,05MS,"32.32973, -90.16273"
05MT,small_airport,Jones Landing Airport,4364,NA,US,US-MT,Spalding,,,05MT,05MT,"45.815368, -111.152163"
05NE,small_airport,Mc Kay Airport,2010,NA,US,US-NE,Kensington,,,05NE,05NE,"41.7221984863, -98.3089981079"
05NH,heliport,Stumpfield Heliport,200,NA,US,US-NH,Jersey City,,,05NH,05NH,"42.92390060424805, -70.95140075683594"
05NJ,heliport,Paulus Hook Pier Heliport,7,NA,US,US-NJ,Mebane,,,05NJ,05NJ,"40.713385, -74.03203"
05NR,small_airport,Gary Fox Airport,675,NA,US,US-NC,Baker,,,05NR,05NR,"36.168415, -79.276908"
05NV,small_airport,Baker Ranches Airport,5180,NA,US,US-NV,Pulaski,,,05NV,05NV,"39.0311, -114.088219"
05NY,heliport,Oswego County At Pulaski Heliport,445,NA,US,US-NY,Eugene,,,05NY,05NY,"43.551998138427734, -76.09020233154297"
05OG,heliport,Drill Field Pad Heliport,415,NA,US,US-OR,Conesville,,,05OG,05OG,"44.059531, -123.118951"
05OH,small_airport,Eaglecrest Field,968,NA,US,US-OH,Columbia Station,,,05OH,05OH,"40.184513, -81.920564"
05OI,small_airport,Dorlon Airpark,830,NA,US,US-OH,Enterprise,,,05OI,05OI,"41.28839874267578, -81.96260070800781"
05OR,small_airport,Peacock Ranch Airport,3500,NA,US,US-OR,Philadelphia,,,05OR,05OR,"45.44428, -117.34722"
05PA,heliport,PECO Mob. Heliport,110,NA,US,US-PA,Harrisburg,,,05PA,05PA,"39.9548, -75.178201"
05PN,heliport,State Police Area Iii Heliport,485,NA,US,US-PA,Neelyton,,,05PN,05PN,"40.30009841918945, -76.85800170898438"
05PS,small_airport,Mills Brothers Airport,1210,NA,US,US-PA,Vernonia,,,05PS,05PS,"40.143075, -77.86221"
05S,small_airport,Vernonia Airfield,647,NA,US,US-OR,Sealy,,,05S,05S,"45.85150146484375, -123.24199676513672"
05TA,small_airport,Brandes Air Field,276,NA,US,US-TX,Georgetown,,,05TA,05TA,"29.809099197387695, -96.26509857177734"
05TE,small_airport,Hilde-Griff Field,950,NA,US,US-TX,Justin,,,05TE,05TE,"30.72209930419922, -97.79139709472656"
05TS,small_airport,Dew Drop Airport,750,NA,US,US-TX,Blum,,,05TS,05TS,"33.12929916381836, -97.35859680175781"
05TX,small_airport,Circle A Ranch Airport,608,NA,US,US-TX,Blanca,,,05TX,05TX,"32.128974, -97.404582"
05V,small_airport,Blanca Airport,7720,NA,US,US-CO,Farmville,,,K05V,05V,"37.411098, -105.552002"
05VA,small_airport,Providence Airport,445,NA,US,US-VA,Highgate Springs,,,05VA,05VA,"37.22420120239258, -78.4186019897461"
05VT,heliport,Port of Highgate Springs Heliport,68,NA,US,US-VT,Spokane,,,05VT,05VT,"45.013301849365234, -73.08670043945312"
05WA,heliport,Sacred Heart Medical Center Helistop,2220,NA,US,US-WA,Darien,,,05WA,05WA,"47.64820098876953, -117.41400146484375"
05WI,small_airport,Ames Private Airport,958,NA,US,US-WI,Kettle Falls,,,05WI,05WI,"42.651100158691406, -88.74590301513672"
05WN,small_airport,Flat Creek Field,1570,NA,US,US-WA,Dumas,,,05WN,05WN,"48.702222, -118.0475"
05XA,heliport,Moore County Hospital District Heliport,3664,NA,US,US-TX,Wilmot,,,05XA,05XA,"35.863631, -101.970944"
05XS,small_airport,Johnson Memorial Airport,105,NA,US,US-AR,Henning,,,05XS,05XS,"33.079498, -91.561391"
05Y,small_airport,Henning Municipal Airport,1455,NA,US,US-MN,Sterling,,,05Y,05Y,"46.303799, -95.439499"
06AA,small_airport,Twisted Sisters Airport,260,NA,US,US-AK,Wasilla,,,06AA,06AA,"60.540256, -150.813827"
06AK,small_airport,June Lake Airpark,425,NA,US,US-AK,Fort Rucker/New Brockton,,,06AK,06AK,"61.627619, -149.575331"
06AL,heliport,Brown Stagefield Army Heliport,415,NA,US,US-AL,Higden,,,06AL,06AL,"31.388399124145508, -85.97239685058594"
06AR,small_airport,Bondair Airport,499,NA,US,US-AR,Gilbert,,,06AR,06AR,"35.544498443603516, -92.18489837646484"
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280,NA,US,US-AZ,Glenburn,,,06AZ,06AZ,"33.288443, -111.752236"
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115,NA,US,US-ME,Daggett,,,,06B,"44.907001, -68.805"
06CA,heliport,SCE Solar I Heliport,1942,NA,US,US-CA,Glendale,,,06CA,06CA,"34.868942, -116.832024"
06CL,heliport,ABC7-TV Heliport,520,NA,US,US-CA,Branson,,,06CL,06CL,"34.15732, -118.2888"
06CO,small_airport,Jecan Airport,5100,NA,US,US-CO,Putnam,,,06CO,06CO,"37.385754, -103.691482"
06CT,heliport,Day Kimball Healthcare Heliport,295,NA,US,US-CT,Jupiter,,,06CT,06CT,"41.906843, -71.912765"
06FA,small_airport,William P Gwinn Airport,28,NA,US,US-FL,Mascotte,,,06FA,06FA,"26.90839958190918, -80.32890319824219"
06FD,small_airport,Grass Roots Airpark,105,NA,US,US-FL,Clearwater,,,06FD,06FD,"28.641700744628906, -81.88500213623047"
06FL,heliport,Morton Plant Hospital Heliport,3,NA,US,US-FL,Redan,,,06FL,06FL,"27.953527, -82.806222"
06GA,heliport,Smith Heliport,1065,NA,US,US-GA,Nashville,,,06GA,06GA,"33.75339889526367, -84.16210174560547"
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536,NA,US,US-IN,Walford,,,06I,06I,"38.43339920043945, -86.69110107421875"
06IA,small_airport,Rich Field,880,NA,US,US-IA,Kuna,,,06IA,06IA,"41.841400146484375, -91.83429718017578"
06ID,small_airport,Larkin Airport,2750,NA,US,US-ID,Earlville,,,06ID,06ID,"43.46269989013672, -116.35900115966797"
06IL,small_airport,Humm Airport,708,NA,US,US-IL,Nauvoo,,,06IL,06IL,"41.5994987487793, -88.86990356445312"
06IS,small_airport,Sinele Strip,695,NA,US,US-IL,Wichita,,,06IS,06IS,"40.5463981628418, -91.27429962158203"
06KS,heliport,Riverside Hospital Airlift Heliport,1332,NA,US,US-KS,Belle Chasse,,,06KS,06KS,"37.69580078125, -97.37249755859375"
06LA,heliport,Panther Helicopters Inc Heliport,,NA,US,US-LA,St Francisville,,,06LA,06LA,"29.84606, -90.03216"
06LS,heliport,Hood Container Heliport,85,NA,US,US-LA,Pepperell,,,06LS,06LS,"30.707899, -91.320198"
06MA,heliport,The Barn Heliport,210,NA,US,US-MA,Baltimore,,,06MA,06MA,"42.69060134887695, -71.60900115966797"
06MD,heliport,Johns Hopkins Bayview Hospital Heliport,132,NA,US,US-MD,Baldwin,,,06MD,06MD,"39.291401, -76.546303"
06ME,heliport,Barker Heliport,649,NA,US,US-ME,Jackson,,,06ME,06ME,"44.415247, -70.844275"
06MI,heliport,Henry Ford Jackson Hospital Heliport,978,NA,US,US-MI,Waldron,,,06MI,06MI,"42.251025, -84.391319"
06MO,small_airport,Noahs Ark Airport,755,NA,US,US-MO,Ethridge,,,06MO,06MO,"39.23059844970703, -94.80439758300781"
06MT,small_airport,Torgerson Airport,3541,NA,US,US-MT,Middletown,,,06MT,06MT,"48.558696, -112.117095"
06N,small_airport,Randall Airport,523,NA,US,US-NY,St. Pauls,,,K06N,06N,"41.431999, -74.391602"
06NC,small_airport,Tailwinds Airport,163,NA,US,US-NC,Glen Ullin,,,06NC,06NC,"34.82749938964844, -78.9302978515625"
06ND,small_airport,Fitterer's Strip,2180,NA,US,US-ND,Nebraska City,,,06ND,06ND,"46.7489013671875, -101.66899871826172"
06NE,heliport,St Marys Hospital Heliport,1015,NA,US,US-NE,Kensington,,,06NE,06NE,"40.68000030517578, -95.86170196533203"
06NH,small_airport,Cole Farm Airport,160,NA,US,US-NH,Baker,,,06NH,06NH,"42.92839813232422, -70.97309875488281"
06NV,small_airport,Silver Creek Airport,5556,NA,US,US-NV,Auburn,,,06NV,06NV,"39.098333, -114.150277"
06NY,small_airport,Murphy Field,1100,NA,US,US-NY,Youngstown,,,06NY,06NY,"42.836797, -76.437614"
06O1,heliport,Saint Elizabeth Medical Center Heliport,1020,NA,US,US-OH,Williamsfield,,,06O1,06O1,"41.11479949951172, -80.65699768066406"
06OH,small_airport,Hal Joy Airfield,1160,NA,US,US-OH,New Lebanon,,,06OH,06OH,"41.50979995727539, -80.59120178222656"
06OI,small_airport,Green Acres Airport,915,NA,US,US-OH,Grove City,,,06OI,06OI,"39.734798431396484, -84.3822021484375"
06OK,heliport,Albert Lodge Heliport,900,NA,US,US-OK,Forest Grove,,,06OK,06OK,"36.54169845581055, -94.83360290527344"
06OR,small_airport,Hayden Mountain Airport,850,NA,US,US-OR,Ceres,,,06OR,06OR,"45.4650993347168, -123.08000183105469"
06PA,small_airport,Freefall Oz Airport,1440,NA,US,US-PA,Harrisburg,,,06PA,06PA,"41.995792, -78.288152"
06PN,heliport,Schiavoni Heliport,727,NA,US,US-PA,West Homestead,,,06PN,06PN,"40.382733, -76.772533"
06PS,closed,Cherokee Island Castle Heliport,760,NA,US,US-PA,Buckholts,,,,,"40.402302, -79.921303"
06TA,small_airport,Glaser Field,480,NA,US,US-TX,Cleveland,,,06TA,06TA,"30.90850067138672, -97.11689758300781"
06TE,small_airport,Ainsworth Airport,129,NA,US,US-TX,Columbia,,,06TE,06TE,"30.312700271606445, -95.02690124511719"
06TN,small_airport,Hunter Airport,640,NA,US,US-TN,Fort McKavett,,,06TN,06TN,"35.696962, -86.957767"
06TT,small_airport,6 Mile Airpark,2165,NA,US,US-TX,Hockley,,,06TT,06TT,"30.860024, -100.201996"
06TX,small_airport,Diamond N Ranch Airport,215,NA,US,US-TX,Grottoes,,,06TX,06TX,"30.057919, -95.812489"
06VA,small_airport,Mount Horeb Field,1160,NA,US,US-VA,Spokane,,,06VA,06VA,"38.249000549316406, -78.85530090332031"
06WA,heliport,N A Degerstrom Yard Heliport,2013,NA,US,US-WA,Yelm,,,06WA,06WA,"47.68629837036133, -117.197998046875"
06WN,small_airport,Western Airpark,394,NA,US,US-WA,Van Alstyne,,,06WN,06WN,"46.92499923706055, -122.5530014038086"
06XA,small_airport,J & W Windy Hill Airport,784,NA,US,US-TX,Aubrey,,,06XA,06XA,"33.445914, -96.57079"
06XS,small_airport,Campbell Field,546,NA,US,US-TX,Herman,,,06XS,06XS,"33.322933, -97.045019"
06Y,small_airport,Herman Municipal Airport,1068,NA,US,US-MN,Willow,,,06Y,06Y,"45.83000183105469, -96.16059875488281"
07AA,small_airport,Pan Lake Strip Airport,357,NA,US,US-AK,Fort Rucker (Samson),,,07AA,07AA,"61.695964, -149.954903"
07AL,heliport,Tac X Stagefield Army Heliport,132,NA,US,US-AL,Trapper Creek,,,07AL,07AL,"31.122954, -85.98028"
07AN,small_airport,Bro Majors Airfield,1408,NA,US,US-AK,Morrilton,,,07AN,07AN,"62.825556, -149.910807"
07AR,small_airport,Morrilton Airport,300,NA,US,US-AR,Blue Hill,,,07AR,07AR,"35.194339, -92.802473"
07B,small_airport,Blue Hill Airport,360,NA,US,US-ME,Richvale,,,07B,07B,"44.448001861572266, -68.5697021484375"
07CL,small_airport,Richvale Airport,100,NA,US,US-CA,Kiowa,,,07CL,07CL,"39.49769973754883, -121.77100372314453"
07CO,small_airport,Comanche Creek Airport,6620,NA,US,US-CO,Key Largo,,,07CO,07CO,"39.26359939575195, -104.427001953125"
07FA,medium_airport,Ocean Reef Club Airport,8,NA,US,US-FL,Covington,,OCA,07FA,07FA,"25.325399, -80.274803"
