client_city,client_country_code,server_city,server_country_code,distance
Port-au-Prince,HT,Bogota,CO,1541.6609523934142
Melbourne,AU,Dublin,IE,17213.036167958948
Melbourne,AU,London,GB,16898.558283220817
San Juan,PR,London,GB,6766.453289264169
Denver,US,London,GB,7552.639704963498
Juba,SS,Maputo,MZ,3403.238798140375
Nassau,BS,Madrid,ES,6912.303940259309
Nassau,BS,Prague,CZ,8035.889937803066
Sao Paulo,BR,Stavanger,NO,10326.883536876505
Manila,PH,Montreal,CA,13189.818606656072
Lehigh Acres,US,San Francisco Bay Area,US,4004.8622189971056
Santo Domingo,DO,Bogota,CO,1589.1611414544093
Oslo,NO,Belgrade,RS,1800.9912211744634
Tokyo,JP,Washington,US,10925.892516123258
Lehigh Acres,US,Chicago,US,1777.2438478725744
Richmond,US,Chicago,US,997.0778366348928
Calgary,CA,Charlestown,US,3373.139006750754
Nassau,BS,Charleston,US,898.4065575489067
Minneapolis,US,Lorain,US,981.0708372185128
Minneapolis,US,St. Charles,US,722.0582578042947
Salt Lake City,US,St. Charles,US,1842.925828223683
Seattle,US,Charlestown,US,4008.96542049128
Mexico City,MX,Reisterstown,US,3083.188822247988
Lehigh Acres,US,London,GB,7169.204385452306
Denver,US,Madrid,ES,8077.695954465712
Minneapolis,US,Los Angeles,US,2459.2697059767293
Nassau,BS,Milan,IT,7810.853701029399
Lehigh Acres,US,Paris,FR,7407.135776136249
Lehigh Acres,US,Seattle,US,4231.252735867809
Lehigh Acres,US,Stavanger,NO,7363.716476924542
Auckland,NZ,Santiago,CL,9692.715724398568
Nassau,BS,Chicago,US,2092.144737946987
Paterson,US,Chicago,US,1134.8142672321198
London,GB,Lorain,US,6062.701621278478
Cayenne,GF,Omaha,US,5918.9896392345545
San Jose,US,Spokane,US,1206.7999126867026
Perth,AU,Stavanger,NO,14126.094404448557
Lehigh Acres,US,Tokyo,JP,11859.764286966942
San Juan,PR,San Francisco Bay Area,US,5844.580315863494
Dublin,IE,Washington,US,5454.81128480764
Oslo,NO,Winnipeg,CA,6221.6335998235145
Accra,GH,Mumbai,IN,8039.502642627139
Zurich,CH,Berlin,DE,670.0492212126051
Suva,FJ,Melbourne,AU,3915.67411428142
Chicago,US,Amsterdam,NL,6632.616514565024
Los Angeles,US,Lorain,US,3267.368219507432
Kingston,JM,Chicago,US,2841.471415141327
Lehigh Acres,US,Dallas,US,1614.1610732567658
Vienna,AT,Maputo,MZ,8367.342148798785
Nassau,BS,Paris,FR,7220.918343130091
Quito,EC,Prague,CZ,10237.447307763048
Nassau,BS,Sydney,AU,15261.156694984928
Nassau,BS,Stavanger,NO,7264.359340296311
Maputo,MZ,Stavanger,NO,9727.927602842125
Fortaleza,BR,Tel Aviv,IL,8671.69699921651
Santiago,CL,Warsaw,PL,12967.771465004624
Lehigh Acres,US,Montreal,CA,2216.6534658564583
Miami,US,Macomb,US,1896.135199899529
Berlin,DE,Portland,US,8359.633160590267
Bundaberg,AU,Melbourne,AU,1597.0401305211865
San Jose,CR,Vancouver,CA,5658.109294227897
Antananarivo,MG,Cape Town,ZA,3327.9088084332507
Tokyo,JP,Auckland,NZ,8808.804128174772
Peterborough,CA,Moncton,CA,1081.888583234742
Nassau,BS,Osaka,JP,12544.676256140248
San Jose,US,St. Charles,US,2741.741487389147
Calgary,CA,St. Charles,US,2288.0121514964244
Denver,US,Lorain,US,1924.1045665345284
Nassau,BS,Dublin,IE,6571.419771544527
Sao Paulo,BR,London,GB,9472.789191457992
Lehigh Acres,US,Milan,IT,8013.300432512912
N'Djamena,TD,Omaha,US,10827.612444811006
Nicosia,CY,Omaha,US,10095.67936987072
Georgetown,GY,Omaha,US,5349.060172056936
Caracas,VE,Omaha,US,4447.0709561709655
Yangon,MM,Omaha,US,13454.971388832822
Lagos,NG,Omaha,US,10324.67497399098
Kyiv,UA,Omaha,US,8596.096839893169
Khartoum,SD,Omaha,US,11793.151227490234
San Jose,US,Omaha,US,2259.890543287504
Zurich,CH,Prague,CZ,527.1562011279199
Madrid,ES,Macomb,US,7041.7391202524
Seattle,US,Reisterstown,US,3731.439615377361
Charlotte Amalie,VI,Washington,US,2561.387168597142
Bolton,CA,Newark,US,577.1418139899872
Ituzaingo,AR,Sao Paulo,BR,1697.1745209545024
Cordoba,AR,Sao Paulo,BR,1937.5714859641955
Sydney,AU,Brisbane,AU,730.6771205031545
Petawawa,CA,Newark,US,627.8056154386477
Gaborone,BW,"Marignane, Bouches-du-Rhône",FR,7828.775292535007
Gaborone,BW,Lisbon,PT,7908.7031060680465
Zurich,CH,Sofia,BG,1272.6979256705
Yaounde,CM,Johannesburg,ZA,3774.10467496786
Madrid,ES,Sofia,BG,2258.937316331024
Madrid,ES,Ferno (VA),IT,1166.5200192891448
Madrid,ES,"Paris (Roissy-en-France, Val-d'Oise)",FR,1052.896590566235
Georgetown,GY,Miami,US,3146.484412932359
Zagreb,HR,Ferno (VA),IT,562.432322542867
Zagreb,HR,Amsterdam,NL,1087.5307403434977
Nairobi,KE,Lisbon,PT,6453.43789010817
Nairobi,KE,"Marignane, Bouches-du-Rhône",FR,5869.26595195096
Monrovia,LR,Johannesburg,ZA,5525.355154125031
Yangon,MM,Narita,JP,4833.3610891924345
Maputo,MZ,Lisbon,PT,8369.472843181224
Maputo,MZ,"Marignane, Bouches-du-Rhône",FR,8170.637389614351
Niamey,NE,Johannesburg,ZA,5214.626938309885
Freetown,SL,Johannesburg,ZA,5885.421834009935
N'Djamena,TD,Madrid,ES,3635.606899838775
Dili,TL,Sydney (Mascot),AU,3840.56147482366
Dili,TL,Brisbane,AU,3565.404629330978
Dili,TL,Melbourne,AU,3781.28447625177
Clermont,US,Atlanta,US,634.4489650674996
Atlanta,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,7055.090189877428
Dallas,US,Nashville,US,989.9531901369523
Franklin,US,Jacksonville,US,785.4728459410795
Dallas,US,Querétaro,MX,1398.9065203166776
Dallas,US,Atlanta,US,1154.332067886664
Dallas,US,Memphis,US,678.846041033182
Chicago,US,Dulles,US,925.273716857086
Chicago,US,Minneapolis,US,569.8905049975693
Aden,YE,Frankfurt am Main,DE,5293.78158581345
Aden,YE,"Marignane, Bouches-du-Rhône",FR,5097.92939274586
Aden,YE,Lisbon,PT,6037.502633793107
Lusaka,ZM,Lisbon,PT,7147.584414765259
Lusaka,ZM,"Marignane, Bouches-du-Rhône",FR,6925.895623109276
Harare,ZW,"Marignane, Bouches-du-Rhône",FR,7276.585926778356
Yangon,MM,San Francisco Bay Area,US,12749.397797519572
Chicago,US,Sao Paulo,BR,8383.138420632913
Minden,CA,Montreal,CA,410.6391713072471
Brisbane,AU,New York,US,15507.729524978497
Dublin,IE,New York,US,5124.5502894286365
Caracas,VE,Santiago,CL,4876.4624330518645
Yangon,MM,Lima,PE,19123.059515515968
Chicago,US,Winnipeg,CA,1155.5372119149447
San Jose,US,Denver,US,1502.4841251372857
Milan,IT,Hamburg,DE,900.892452778112
Phoenix,US,Vancouver,CA,1964.8156695872224
Dallas,US,Osaka,JP,10761.451226977086
New York,US,Macomb,US,1416.673446578291
New York,US,Charlestown,US,303.35095844891623
Guatemala City,GT,Monterrey,MX,1593.8285531637457
Yangon,MM,Bogota,CO,17399.139765403503
Khartoum,SD,Bogota,CO,11644.587667909504
Sofia,BG,Calgary,CA,8831.323253530365
Denver,US,St. Charles,US,1242.3637365711577
Charlotte Amalie,VI,Lorain,US,3041.850093998368
London,GB,St. Charles,US,6783.980058976631
Caracas,VE,Buenos Aires,AR,5070.127963621573
Zagreb,HR,Frankfurt,DE,724.0529700016812
Yangon,MM,Dallas,US,14348.035032720863
Caracas,VE,Dallas,US,3931.009888351282
Tarawa,KI,Honolulu,US,3857.895712887853
Yangon,MM,Honolulu,US,10921.636704338622
Kuala Lumpur,MY,Honolulu,US,10969.931741110757
Phoenix,US,Honolulu,US,4681.469521734459
Khartoum,SD,Lagos,NG,3336.675772962719
Warsaw,PL,London,GB,1453.0438442932705
Sofia,BG,Lisbon,PT,2760.855091514265
Nairobi,KE,Los Angeles,US,15557.777264489669
Lima,PE,Omaha,US,6218.737676824994
Chicago,US,Seoul,KR,10535.905918037332
Kuala Lumpur,MY,Stavanger,NO,10048.665759822785
Lagos,NG,Prague,CZ,4945.451023641384
Phoenix,US,Tokyo,JP,9314.527909017115
Khartoum,SD,Tunis,TN,3224.114963818788
Tokyo,JP,San Francisco Bay Area,US,8285.798095148637
Mexico City,MX,Macomb,US,2467.69632306398
Aden,YE,Frankfurt,DE,5293.772447321832
Aden,YE,Mumbai,IN,3057.0176341900674
Phoenix,US,Winnipeg,CA,2188.3317195930545
Lisbon,PT,Stockholm,SE,2992.4215718958776
Aden,YE,Helsinki,FI,5510.275184101906
Stockholm,SE,Helsinki,FI,398.0036240582208
Denver,US,Honolulu,US,5389.121725876884
Ashburn,US,Honolulu,US,7741.7851511014815
Dallas,US,Honolulu,US,6108.964084650068
Tokyo,JP,Dallas,US,10416.120425476976
Lagos,NG,Seattle,US,12012.623759843516
Tarawa,KI,Sydney,AU,4516.834882569279
Aden,YE,Tel Aviv,IL,2378.770380496774
Lagos,NG,Tokyo,JP,13494.473245205652
Khartoum,SD,Tokyo,JP,10499.148673206708
Stockholm,SE,Frankfurt,DE,1188.024612251876
Caracas,VE,Lima,PE,2733.081908084053
Dubai,AE,Mumbai,IN,1936.1362219291225
Sofia,BG,Stockholm,SE,1885.112358151024
Charlotte Amalie,VI,Reisterstown,US,2605.538643866265
Kyiv,UA,Dallas,US,9433.969516675015
Lagos,NG,St. Charles,US,9903.049904218506
Nassau,BS,Lorain,US,1872.692758626961
Harare,ZW,Las Vegas,US,16138.157282070551
Madrid,ES,Prague,CZ,1775.209859677902
Doha,QA,Nairobi,KE,3340.5582985071587
Sao Paulo,BR,Macomb,US,8427.937607876192
Salt Lake City,US,Melbourne,AU,13601.446802273262
Phoenix,US,St. Charles,US,2019.774741858635
Tarawa,KI,Wellington,NZ,4723.983904226077
Lagos,NG,Montreal,CA,8483.362507415775
Santiago,CL,Hong Kong Island,HK,18682.38402073783
Aden,YE,Berlin,DE,5228.291122528293
Melbourne,AU,Columbus,US,15906.806586643694
Toronto,CA,Lorain,US,344.26089084784775
Harare,ZW,Chicago,US,13682.29428949677
Aden,YE,Dublin,IE,6358.861301428679
Otsego,US,Omaha,US,486.5833044463968
Ljubljana,SI,Prague,CZ,448.8248319133508
Vancouver,CA,Seoul,KR,8183.026043881103
Lagos,NG,Sydney,AU,15526.190088311672
Lagos,NG,Milan,IT,4359.353352941106
Manila,PH,Reisterstown,US,13744.236871079414
Dallas,US,Macomb,US,1010.3768334569194
Melbourne,AU,St. Charles,US,15245.879763275823
Bogota,CO,Chicago,US,4329.589974046031
Phoenix,US,Columbus,US,2680.444182324224
Los Angeles,US,Nairobi,KE,15557.777264489669
Zagreb,HR,Prague,CZ,489.2391895194382
Tokyo,JP,Hong Kong Island,HK,2887.394713514966
Berlin,DE,Chennai,IN,7302.067873013922
Honolulu,US,Auckland,NZ,7052.926720710502
Hagatna,GU,Manila,PH,2569.605443061273
Sao Paulo,BR,Chicago,US,8383.138420632913
Charlotte Amalie,VI,Charleston,US,2197.8581927108585
Johannesburg,ZA,Dublin,IE,9416.30378692651
Berlin,DE,Lisbon,PT,2315.847002145157
Athens,GR,London,GB,2395.0339336724246
Kingstown,VC,Miami,US,2429.125507310843
Pedra Azul,BR,Miami,US,6256.407809816873
Guatemala City,GT,Miami,US,1635.70610889067
Melbourne,AU,Seoul,KR,8548.282015687133
Niamey,NE,Madrid,ES,3034.81180025837
Sydney,AU,Macomb,US,14589.956875976226
Caracas,VE,New York,US,3418.2264790550894
Miami,US,Santiago,CL,6631.817302623467
Los Angeles,US,Sandusky,US,3224.1238538576886
Mexico City,MX,Denver,US,2319.720359382048
Milan,IT,Brussels,BE,697.7657348562858
N'Djamena,TD,Dallas,US,11251.861516514706
Johannesburg,ZA,London,GB,9039.511485487445
Bratislava,SK,Omaha,US,8128.816300595817
Aden,YE,Seoul,KR,8451.325526063427
Dublin,IE,Reisterstown,US,5401.306784706285
Sao Paulo,BR,Reisterstown,US,7648.477157173365
Lagos,NG,Denver,US,11090.12731900804
Palikir - National Government Center,FM,Osaka,JP,3853.8165474649786
Minneapolis,US,Stockholm,SE,6863.608628871897
Doha,QA,Brussels,BE,4898.045489116942
Buenos Aires,AR,Chicago,US,8977.73038635432
Lisbon,PT,Calgary,CA,7681.6425400544285
Georgetown,GY,Dallas,US,4917.332670342966
Bratislava,SK,Dallas,US,8898.648651527932
London,GB,Lisbon,PT,1585.9930079498715
Orlando,US,Macomb,US,1581.1286358844848
Orlando,US,Washington,US,1223.567908575946
San Jose,US,Madrid,ES,9345.014183518577
Orlando,US,Reisterstown,US,1286.9318431515487
Sydney,AU,Honolulu,US,8152.411747460479
Madrid,ES,Bogota,CO,8014.003663329956
Chicago,US,Johannesburg,ZA,13983.500282640136
Khartoum,SD,Dallas,US,12419.27120111775
San Jose,US,Dublin,IE,8213.25484191914
Chicago,US,Maputo,MZ,14341.307872440511
San Jose,US,Milan,IT,9612.035570535238
Khartoum,SD,Nairobi,KE,1926.7123335173007
Tokyo,JP,Omaha,US,9764.971827773696
New York,US,Frankfurt,DE,6215.525112501442
Milan,IT,Stockholm,SE,1652.7480818449003
New York,US,St. Charles,US,1435.3394952367937
Seattle,US,Winnipeg,CA,1859.4612818286853
Milan,IT,Athens,GR,1464.045057838421
Athens,GR,Stavanger,NO,2666.7310238059504
Palikir - National Government Center,FM,Manila,PH,4148.577203067156
Dallas,US,Reisterstown,US,1936.949111051961
Sydney,AU,Buenos Aires,AR,11824.51275560384
San Jose,US,Sydney,AU,11953.180287182808
Niamey,NE,Stavanger,NO,5053.60070590064
Salt Lake City,US,Lorain,US,2487.3835959956573
Regina,CA,Chicago,US,1614.3463303523629
Phoenix,US,Seoul,KR,10043.538828289536
New York,US,Paris,FR,5848.620613450219
Accra,GH,Stockholm,SE,6166.819900222224
San Jose,US,Tokyo,JP,8356.585548097484
N'Djamena,TD,Tunis,TN,2779.2515303289647
Newmarket,CA,Vancouver,CA,3341.81464141822
London,GB,Warsaw,PL,1453.0438442932705
London,GB,Sofia,BG,2018.875298437037
Suva,FJ,Chicago,US,11648.451137751015
Ramallah,PS,Sofia,BG,1591.8567117546236
Zagreb,HR,Stavanger,NO,1617.4160968274086
Atlanta,US,Denver,US,1938.444448853304
Calgary,CA,Lorain,US,2654.023426831359
Caracas,VE,Charleston,US,2812.7365949552864
Seattle,US,Lorain,US,3225.710179812069
New York,US,Madrid,ES,5777.236082635188
Atlanta,US,Honolulu,US,7236.292260401077
Suva,FJ,Tokyo,JP,7219.31612078835
Suva,FJ,Paris,FR,16577.89836793517
Johannesburg,ZA,Las Vegas,US,16381.749803475212
Perth,AU,Paris,FR,14269.373007668844
Antananarivo,MG,Doha,QA,4908.75780753095
Port-Vila,VU,Wellington,NZ,2683.2172944284475
Vilnius,LT,Stockholm,SE,677.2867751917095
Khartoum,SD,Athens,GR,2626.4619883707514
St Peter Port,GG,Paris,FR,362.89297129394873
Kuala Lumpur,MY,Perth,AU,4165.932490482752
Khartoum,SD,Doha,QA,2250.636163324872
San Jose,US,Salt Lake City,US,940.5942450512094
Caracas,VE,Amsterdam,NL,7856.946624025812
Minneapolis,US,Charlestown,US,1807.8836485958489
Phoenix,US,Lorain,US,2768.400707662451
Toronto,CA,Washington,US,572.2271067306511
San Jose,US,Paris,FR,8992.329318042955
Bratislava,SK,Belgrade,RS,450.13129866552265
Los Angeles,US,Charlestown,US,4188.68697576945
Caracas,VE,Los Angeles,US,5840.366973722393
N'Djamena,TD,Nairobi,KE,2826.303303097857
Fort Liberté,HT,Reisterstown,US,2245.268916069884
Suva,FJ,Seattle,US,9367.02314754687
San Jose,US,London,GB,8655.695780552438
Auckland,NZ,Portland,US,11071.04019745131
Zagreb,HR,Chicago,US,7711.723126759881
Suva,FJ,Dublin,IE,16075.239495823953
San Jose,US,Lorain,US,3418.4982154132026
Orlando,US,Chicago,US,1589.924859279466
Athens,GR,Hong Kong Island,HK,8560.142486826082
Suva,FJ,Miami,US,11977.443091429044
New York,US,Stavanger,NO,5689.630727171035
Pleasant View,US,Dallas,US,1649.0218125931297
New York,US,Dublin,IE,5124.5502894286365
Seattle,US,Amsterdam,NL,7847.051485436261
Freetown,SL,Madrid,ES,3661.843291768595
Suva,FJ,Prague,CZ,16185.782047086328
San Jose,US,Stavanger,NO,8292.664858587921
Perth,AU,Prague,CZ,13433.87839413701
Bogota,CO,Amsterdam,NL,8845.78614817358
Suva,FJ,Lorain,US,12093.46032846576
Suva,FJ,Stavanger,NO,15431.8665532962
Sofia,BG,Tunis,TN,1300.122480133811
Quito,EC,Hamburg,DE,9928.874130763626
Doha,QA,Miami,US,12347.438426071243
Kingston,JM,Bogota,CO,1496.4986890856587
Suva,FJ,Madrid,ES,17525.516861076117
Suva,FJ,London,GB,16299.003554004858
Sydney,AU,Charlestown,US,16239.521094082167
Denver,US,Toronto,CA,2157.558830904853
Miami,US,Seoul,KR,12440.82608735393
Minneapolis,US,Denver,US,1115.6289761158705
San Jose,US,Prague,CZ,9418.597047556475
Zurich,CH,Hamburg,DE,694.6858036592608
Minneapolis,US,Reisterstown,US,1486.559055727929
Suva,FJ,Dallas,US,10616.997151957
Suva,FJ,Milan,IT,16815.339107167605
Newmarket,CA,Montreal,CA,494.5495101092525
Orlando,US,New York,US,1514.8495681502816
Suva,FJ,Montreal,CA,12821.336302003216
San Jose,US,Montreal,CA,4074.979504030175
Montreal,CA,New York,US,535.6916814333678
Milan,IT,Zurich,CH,217.823274441184
Athens,GR,Frankfurt,DE,1801.302182364473
Sydney,AU,Adelaide,AU,1163.780931474913
Suva,FJ,San Francisco Bay Area,US,8744.018062576812
Nassau,BS,New York,US,1764.6208892230145
Melbourne,AU,Los Angeles,US,12754.460204013556
Melbourne,AU,Adelaide,AU,654.5040983937291
Kingston,JM,New York,US,2533.7719133357327
Perth,AU,Montreal,CA,18298.14981341404
Madrid,ES,New York,US,5777.236082635188
Porto-Novo,BJ,Johannesburg,ZA,4543.212403253479
Porto-Novo,BJ,London,GB,4996.433416726561
Lima region,PE,Sao Paulo,BR,3454.517672586253
Lima region,PE,Santiago,CL,2451.843336947031
Delta,CA,Newark,US,3899.13450335382
Ottawa,CA,Newark,US,536.6560103845
St. Thomas,CA,Chicago,US,546.082056796522
Yaounde,CM,London,GB,5391.027139744686
Yaounde,CM,Cape Town,ZA,4245.478961417461
Yaounde,CM,Lisbon,PT,4389.539191734924
Banjul,GM,Johannesburg,ZA,6525.894256863683
Guatemala City,GT,San José (Alajuela),CR,872.5705443850499
Tegucigalpa,HN,San José (Alajuela),CR,573.8051817089774
Georgetown,CA,Newark,US,575.8262984104477
Amman,JO,Palermo,IT,2163.763149064476
Pembroke,CA,Newark,US,613.5104699689903
Lilongwe,MW,Lisbon,PT,7343.920407554622
Mount Brydges,CA,Chicago,US,523.4968018374534
Doha,QA,"Marignane, Bouches-du-Rhône",FR,4637.517215680367
Khartoum,SD,Johannesburg,ZA,4650.584207188082
Khartoum,SD,Sofia,BG,3129.392096575587
San Salvador,SV,San José (Alajuela),CR,695.8081249731343
Billings,US,Vancouver,CA,1159.0142898139054
Salt Lake City,US,San Jose,US,940.5942450512094
Aden,YE,London,GB,5894.3785370518335
Harare,ZW,Lisbon,PT,7531.391276618992
Athens,GR,Tunis,TN,1205.53279100666
San Jose,US,Vancouver,CA,1331.3253745851134
Stockholm,SE,Hamburg,DE,811.6643967410624
Nicosia,CY,Prague,CZ,2258.563009513261
N'Djamena,TD,Athens,GR,2994.25424942322
Regina,CA,Lagos,NG,10709.869696828404
Sydney,AU,Barcelona,ES,17180.4016555912
Harare,ZW,Brussels,BE,8042.974605798375
Minneapolis,US,Calgary,CA,1685.5722069268088
Antananarivo,MG,Calgary,CA,16089.998971310264
Salt Lake City,US,Charlestown,US,3379.9741842708395
Lima region,PE,Bogota,CO,1887.258642455944
Regina,CA,Lisbon,PT,7159.887707538925
Brisbane,AU,Perth,AU,3613.151424181512
Rome,IT,London,GB,1435.548049878525
Milan,IT,Dublin,IE,1418.2111642873642
Billings,US,Miami,US,3357.6774077056302
São Gabriel da Cachoeira Municipality,BR,Bogota,CO,943.3482644065408
Ljubljana,SI,Milan,IT,418.5743063933106
Zagreb,HR,Milan,IT,530.3941358919371
Kinshasa,CD,Nairobi,KE,2414.244468050821
Yangon,MM,New Delhi,IN,2340.617097074832
Salt Lake City,US,Sandusky,US,2444.405952120929
Orlando,US,Madrid,ES,7030.328504874295
Manila,PH,Salt Lake City,US,11814.40059213403
Sofia,BG,Vancouver,CA,9304.692178829311
Rome,IT,Belgrade,RS,723.0724755405746
Nassau,BS,Dallas,US,2074.617996944165
Oslo,NO,Helsinki,FI,790.2692120968609
Orlando,US,Paris,FR,7241.887560408885
Sydney,AU,Cape Town,ZA,11033.358385328294
Reykjavik,IS,Stavanger,NO,1564.5261398725331
Toronto,CA,Mexico City,MX,3264.904556487438
Copenhagen,DK,Stockholm,SE,522.5362399717917
San Jose,US,Washington,US,3896.291267935277
Budapest,HU,Brussels,BE,1131.6282575680348
Johannesburg,ZA,Dallas,US,14685.471237594798
San Juan,PR,Stockholm,SE,7933.25163999861
Paris,FR,Podgorica,ME,1494.015541910239
San Jose,US,Reisterstown,US,3901.258089527942
Havelock,CA,Montreal,CA,53.78284715983897
Aden,YE,Sofia,BG,3918.72428330498
Orlando,US,Stavanger,NO,7176.63865167001
Auckland,NZ,Dallas,US,11982.666947944635
Kyiv,UA,Helsinki,FI,1137.8482440701505
Lakefield,CA,Omaha,US,1825.33032075896
Athens,GR,Paris,FR,2099.0500943704333
Orlando,US,Prague,CZ,8021.597988898867
Athens,GR,Madrid,ES,2375.272531142552
Minneapolis,US,Toronto,CA,1114.6911396213047
Nassau,BS,St. Charles,US,1964.021555965105
Bobcaygeon,CA,Montreal,CA,407.2155351272162
Newmarket,CA,Chicago,US,714.0860297529231
Salt Lake City,US,Macomb,US,1793.9371367588676
Paris,FR,Tunis,TN,1481.929206019937
Toronto,CA,Spokane,US,2965.2943464122027
Denver,US,Vancouver,CA,1784.4709547803247
Lima region,PE,London,GB,10165.07085962126
Auckland,NZ,Macomb,US,12880.175632708264
Lagos,NG,Athens,GR,4051.89943503732
Rome,IT,Prague,CZ,923.0286323541782
Dublin,IE,Paris,FR,782.4812907154686
Orlando,US,Dublin,IE,6552.928765191003
Antananarivo,MG,Chicago,US,15098.251408937596
Orlando,US,Seattle,US,4110.735828057763
Riga,LV,Berlin,DE,845.924657298277
Los Angeles,US,Reisterstown,US,3726.27899198417
Warsaw,PL,Hamburg,DE,754.7367826333023
Orlando,US,Tokyo,JP,11704.47822827269
Orlando,US,St. Charles,US,1424.7421382240425
Billings,US,Dallas,US,1760.8599451376135
Athens,GR,Belgrade,RS,806.5556062162838
Lima,PE,Dallas,US,5388.722754924143
Minneapolis,US,Macomb,US,542.1216890419079
Madrid,ES,Los Angeles,US,9389.225959884556
Athens,GR,Stockholm,SE,2407.848717248507
Stockholm,SE,Berlin,DE,811.2907634711363
Toronto,CA,Charlestown,US,693.4732728681728
Hagatna,GU,Dallas,US,11723.22015169974
New York,US,Honolulu,US,7999.375822778295
Vancouver,CA,Los Angeles,US,1725.0454721587475
Dallas,US,Calgary,CA,2470.7018961203507
San Juan,PR,Lorain,US,2979.8324207081346
Phoenix,US,Charlestown,US,3696.095259749481
Singapore,SG,Manila,PH,2394.1221046298742
Chicago,US,Doha,QA,11475.552428084584
Atlanta,US,Stockholm,SE,7497.653031783998
London,GB,Hamburg,DE,723.1828672993537
Rome,IT,Tel Aviv,IL,2254.175147673556
Kyiv,UA,Prague,CZ,1146.4484892194148
Orlando,US,London,GB,6998.666743659539
Bratislava,SK,Stockholm,SE,1246.1533948353797
Christchurch,NZ,Sydney,AU,2142.0149249458213
Athens,GR,Doha,QA,2973.304090587657
Niagara Falls,US,Chicago,US,726.3555455193025
Orlando,US,Dallas,US,1552.8567876671025
Santiago,CL,Denver,US,8837.656665806602
Buenos Aires,AR,Los Angeles,US,9847.004572976306
Orlando,US,Milan,IT,7852.4599017179635
Amsterdam,NL,Frankfurt,DE,365.0609591529129
Quinte West,CA,Montreal,CA,349.1628918286917
Orlando,US,Montreal,CA,2010.456914168652
Orlando,US,Frankfurt,DE,7637.98598215517
Milan,IT,Vancouver,CA,8540.312697953705
Sydney,AU,New York,US,15995.40138520064
Praia,CV,New York,US,5629.597528528138
Kuala Lumpur,MY,Frankfurt,DE,9955.826881204888
Kuala Lumpur,MY,New York,US,15126.75383007315
Lisbon,PT,Zurich,CH,1725.7762043093926
Kyiv,UA,New York,US,7528.733603683401
Zurich,CH,New York,US,6336.484986543661
Yangon,MM,New York,US,13558.06954085182
Orlando,US,San Francisco Bay Area,US,3937.0173622590287
Dhaka,BD,Singapore,SG,2872.1786534306407
Vienna,AT,Ferno (VA),IT,647.4475115776755
Accra,GH,Barcelona,ES,3976.980604120194
Porto-Novo,BJ,Cape Town,ZA,4774.631581521959
Guatemala City,GT,Jacksonville,US,1959.180344057433
Hagatna,GU,Manila (Pasay),PH,2568.849816558321
Hagatna,GU,Singapore,SG,4706.90123010797
Tegucigalpa,HN,Guatemala City,GT,361.8202638412677
Tegucigalpa,HN,Jacksonville,US,1884.2829288330347
Nairobi,KE,Rome,IT,5373.472112425457
Colombo,LK,Singapore,SG,2731.521321808404
Budapest,HU,Warsaw,PL,544.965603461941
Mexico City,MX,San José (Alajuela),CR,1930.4811330640305
Regina,CA,Seattle,US,1329.7190214132368
Dallas,US,Dulles,US,1869.52152612056
Toronto,CA,Dulles,US,554.464952375468
Kragujevac,RS,Sofia,BG,242.2328917411604
Kigali,RW,Rome,IT,5169.603463945572
San Salvador,SV,Guatemala City,GT,176.76246176647632
Panama,PA,Miami,US,1862.1851958844447
Panama,PA,Bogota,CO,765.6966608505062
Kyiv,UA,Vienna,AT,1056.5941856594934
Kinshasa,CD,Johannesburg,ZA,2776.076326689968
Lima,PE,Rio de Janeiro,BR,3777.327764483605
Lima,PE,Seattle,US,7985.664318650222
Yaounde,CM,Barcelona,ES,4258.910068456996
San Jose,CR,Guatemala City,GT,872.2687494815161
Dallas,US,Jacksonville,US,1457.203645396011
Atlanta,US,Nashville,US,343.4039451613036
St. John's,CA,Toronto,CA,2103.410051589271
Toronto,CA,Reisterstown,US,521.6576893882119
Vienna,AT,Sofia,BG,818.1913837147212
Kyiv,UA,Berlin,DE,1208.1604724740375
Rio de Janeiro,BR,Bogota,CO,4538.875559483196
Rome,IT,Paris,FR,1106.6473969684407
San Jose,US,Stockholm,SE,8677.0603924501
Lagos,NG,Barcelona,ES,3871.189036996134
Fortaleza,BR,Brussels,BE,7293.468264370982
Billings,US,Winnipeg,CA,966.264130194164
Seattle,US,Honolulu,US,4311.145983733172
N'Djamena,TD,Tel Aviv,IL,2995.789485945438
Pago Pago,AS,Honolulu,US,4181.406474903777
Sofia,BG,Prague,CZ,1067.7287083467354
London,GB,Barcelona,ES,1139.136240271877
Yenagoa,NG,Los Angeles,US,12789.878685126185
Toamasina,MG,Maputo,MZ,1936.118567308528
Copenhagen,DK,Omaha,US,7340.694289327746
Rochester,US,Omaha,US,1533.7802735707455
Montreal,CA,Omaha,US,1875.63149962972
Los Angeles,US,Stockholm,SE,8900.73030877562
Madrid,ES,Vancouver,CA,8438.5157172128
Toronto,CA,St. Charles,US,1081.8872806572097
Minneapolis,US,Washington,US,1502.7594020941244
Toronto,CA,Macomb,US,1002.3042151329772
Toamasina,MG,Johannesburg,ZA,2372.576211166745
Brisbane,AU,Auckland,NZ,2291.650924292907
Athens,GR,Prague,CZ,1535.124139252898
Sofia,BG,Mumbai,IN,5315.200600785351
